event_day,event_date,event_title,event_url,organizer,blood_donation_location,start_time,end_time,blood_donor_target
Wednesday,2023-11-22,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1161/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Wednesday,2023-11-22,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1161/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Thursday,2023-11-23,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1171/-/kempen-derma-darah?Itemid=0,KK SUPERMART & SUPERSTORE SDN BHD,"LEVEL G, LOBI @ MAJU LINK, JALAN LINGKARAN TENGAH 2, BANDAR TASIK SELATAN, 57000 KUALA LUMPUR",10.00 PAGI,4.00 PETANG,0
Thursday,2023-11-23,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1161/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
Thursday,2023-11-23,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1161/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Thursday,2023-11-23,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1161/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Thursday,2023-11-23,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1161/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Thursday,2023-11-23,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1161/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Friday,2023-11-24,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1172/-/kempen-derma-darah?Itemid=0,"HOSPITAL SULTAN IDRIS SHAH, SERDANG (HOS. SERDANG)","LOBI UTAMA @ HOSPITAL SULTAN IDRIS SHAH, JALAN PUCHONG-KAJANG, 43000 SERDANG, SELANGOR.",SESI 1 9.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG– 3.30 PETANG,0
Friday,2023-11-24,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1172/-/kempen-derma-darah?Itemid=0,MASJID TUANKU MIZAN ZAINAL ABIDIN (MASJID BESI),"SAHN A & B @ MASJID TUANKU MIZAN ZAINAL ABIDIN (MASJID BESI), NO. 25, JALAN TUANKU ABDUL RAHMAN, PRESINT 3, PUSAT PENTADBIRAN KERAJAAN PERSEKUTUAN, 62100 PUTRAJAYA",11.00 PAGI,3.00 PETANG,0
Friday,2023-11-24,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1161/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
Friday,2023-11-24,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1161/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Friday,2023-11-24,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1161/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Friday,2023-11-24,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1161/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Friday,2023-11-24,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1161/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Saturday,2023-11-25,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1173/-/kempen-derma-darah?Itemid=0,LIONS CLUB OF KL CAPITAL,"LEVEL 4 (4.58.00), PINK ZONE, (DEPAN PARKSON) @ PAVILLION BUKIT JALIL, PUSAT BANDAR, 2, PERSIARAN JALIL UTAMA, BUKIT JALIL, 57000 KUALA LUMPUR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 4.00 PETANG,0
Saturday,2023-11-25,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1173/-/kempen-derma-darah?Itemid=0,PERTUBUHAN PENDERMA DARAH MALAYSIA (SEDARAH),"SALES GALLERY @ IJM LAND CENTRE OF EXCELLENCE, PANTAI SENTRAL PARK, 2,1 JALAN PANTAI SENTRAL, PANTAI SENTRAL, 59200, KUALA LUMPUR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 4.00 PETANG,0
Saturday,2023-11-25,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1173/-/kempen-derma-darah?Itemid=0,QI SERVICES (M) SDN BHD,"LEVEL 2, LOT PPV (SEBELAH SRK NOODLE) @ PARADIGM MALL, 1, JALAN SS 7/26A, SS 7, 47301 PETALING JAYA, SELANGOR.",10.00 PAGI,5.00 PETANG,0
Saturday,2023-11-25,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1162/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",8.00 PAGI,4.00 PETANG,0
Saturday,2023-11-25,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1162/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Saturday,2023-11-25,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1162/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Saturday,2023-11-25,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1162/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Saturday,2023-11-25,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1162/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,6.00 PETANG,0
Sunday,2023-11-26,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1174/-/kempen-derma-darah?Itemid=0,LIONS CLUB OF KL CAPITAL,"LEVEL 4 (4.58.00), PINK ZONE, (DEPAN PARKSON) @ PAVILLION BUKIT JALIL, PUSAT BANDAR, 2, PERSIARAN JALIL UTAMA, BUKIT JALIL, 57000 KUALA LUMPUR",SESI 1 10.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 4.00 PETANG,0
Sunday,2023-11-26,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1174/-/kempen-derma-darah?Itemid=0,LIONS CLUB OF KL NORTH,"LEVEL 3 (BERHAMPIRAN ORIENTAL ZEN RESTAURANT) @ DA MEN MALL, NO. 1 PERSIARAN KEWAJIPAN, USJ 1, 47600 SUBANG JAYA, 47600 SUBANG JAYA SELANGOR",SESI 1 11.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,0
Sunday,2023-11-26,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1174/-/kempen-derma-darah?Itemid=0,EN YOU METHODIST CHURCH,"LEVEL 3 (BERDEKATAN SUPERSAVE OUTLET) @ IOI MALL PUCHONG, JALAN PUCHONG, BANDAR PUCHONG JAYA, 47170 PUCHONG, SELANGOR",SESI 1 11.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,0
Sunday,2023-11-26,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1174/-/kempen-derma-darah?Itemid=0,STAR AVENUE LIFESTYLE MALL,"LEVEL 2, TEST LAB @ STAR AVENUE LIFESTYLE MALL, NO.3 JALAN ZUHAL U5/177, BANDAR PINGGIRAN SUBANG, 40150 SHAH ALAM SELANGOR",SESI 1 11.00 PAGI – 1.45 PETANG,SESI 2 2.30 PETANG – 5.00 PETANG,0
Sunday,2023-11-26,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1174/-/kempen-derma-darah?Itemid=0,QI SERVICES (M) SDN BHD,"LEVEL 2, LOT PPV (SEBELAH SRK NOODLE) @ PARADIGM MALL, 1, JALAN SS 7/26A, SS 7, 47301 PETALING JAYA, SELANGOR.",10.00 PAGI,5.00 PETANG,0
Sunday,2023-11-26,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1174/-/kempen-derma-darah?Itemid=0,SATHYA SAI BABA CENTRE OF RAWANG,"LEVEL 1 ( DEPAN M&B) @ AEON ANGGUN RAWANG, TAMAN ANGGUN RAWANG, 48000 RAWANG, SELANGOR.",10.00 PAGI,5.00 PETANG,0
Sunday,2023-11-26,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1162/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",8.00 PAGI,4.00 PETANG,0
Sunday,2023-11-26,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1162/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Sunday,2023-11-26,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1162/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Sunday,2023-11-26,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1162/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (1 UTAMA SHOPPING CENTRE),"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR",11.00 PAGI,7.00 PETANG,0
Sunday,2023-11-26,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1162/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,6.00 PETANG,0
Monday,2023-11-27,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1177/-/kempen-derma-darah?Itemid=0,"UNIT KESIHATAN AWAM, HOSPITAL SULTAN ABDUL AZIZ SHAH","RUANG LEGAR EDU, ARAS 2 @ HOSPITAL SULTAN ABDUL AZIZ SHAH, PERSIARAN MARDI - UPM SERDANG ,43400 SERDANG, SELANGOR",10.00 PAGI,4.00 PETANG,0
Monday,2023-11-27,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1177/-/kempen-derma-darah?Itemid=0,BUMI ARMADA BERHAD,"LOBI @ BUMI ARMADA BERHADA, LEVEL 21, MENARA PERAK, 24, JALAN PERAK, 50450, KUALA LUMPUR",9.00 PAGI,3.00 PETANG,0
Monday,2023-11-27,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
Monday,2023-11-27,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Monday,2023-11-27,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Monday,2023-11-27,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA,"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA SELANGOR",11.00 PAGI,7.00 PETANG,0
Monday,2023-11-27,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Tuesday,2023-11-28,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1178/-/kempen-derma-darah?Itemid=0,COLUMBIA ASIA HOSPITAL BUKIT JALIL,"LOBI @ COLUMBIA ASIA HOSPITAL BUKIT JALIL, NO.9, JALAN JALIL PERKASA 7, BUKIT JALIL, 57000 KUALA LUMPUR",SESI 1 10.00 PAGI -  1.45 T/HARI,SESI 2 2.30 PETANG - 4.00 PETANG,0
Tuesday,2023-11-28,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1178/-/kempen-derma-darah?Itemid=0,PUSAT JARINGAN KOMUNITI (COMNET) UNISEL,"RUANG LEGAR MASJID @UNISEL BESTARI JAYA, JALAN TIMUR TAMBAHAN 45600 BATANG BERJUNTAI ,SELANGOR",10.00 PAGI,4.00 PETANG,0
Tuesday,2023-11-28,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1178/-/kempen-derma-darah?Itemid=0,MALAYSIA AIRPORTS (SEPANG) SDN BHD,"CRS AREA, LEVEL 3, ARRIVAL MAIN TERMINAL BUILDING, KLIA TERMINAL 1, KL INTERNATIONAL AIRPORT, 64000 KLIA, SEPANG, SELANGOR",10.00 PAGI,3.00 PETANG,0
Tuesday,2023-11-28,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
Tuesday,2023-11-28,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Tuesday,2023-11-28,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Tuesday,2023-11-28,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA,"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA SELANGOR",11.00 PAGI,7.00 PETANG,0
Tuesday,2023-11-28,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Wednesday,2023-11-29,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1179/-/kempen-derma-darah?Itemid=0,UTSB MANAGEMENT SDN BHD (HEAD OF UT HOSPITALITY),"ROOM A, LEVEL 4 @ MENARA MAXIS, KUALA LUMPUR CITY CENTRE OFF JALAN AMPANG, 50088 KUALA LUMPUR",SESI 1 12.00 T/HARI -  1.45 T/HARI,SESI 2 2.30 PETANG - 5.00 PETANG,0
Wednesday,2023-11-29,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1179/-/kempen-derma-darah?Itemid=0,LABUAN REINSURANCE (L) LTD,"LEVEL 1 @ LABUAN REINSURANCE (L) LTD, TOWER 5, AVENUE 5, NO. 8, JALAN KERINCHI, BANGSAR SOUTH CITY, 59200 KUALA LUMPUR",10.00 PAGI,3.00 PETANG,0
Wednesday,2023-11-29,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1179/-/kempen-derma-darah?Itemid=0,DEWAN BAHASA DAN PUSTAKA,"RUANG LEGAR BALAI BUDAYA TUN SYED NASIR @ DEWAN BAHASA DAN PUSTAKA, MENARA DEWAN BAHASA DAN PUSTAKA, JALAN DEWAN BAHASA, 50460 KUALA LUMPUR",10.30 PAGI,3.00 PETANG,0
Wednesday,2023-11-29,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1179/-/kempen-derma-darah?Itemid=0,STF RESOURCES SDN BHD,"GROUND FLOOR @ BANGUNAN AICB, 10, JALAN DATO ONN 50480 KUALA LUMPUR",10.00 PAGI,3.00 PETANG,0
Wednesday,2023-11-29,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,5.30 PETANG,0
Wednesday,2023-11-29,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Wednesday,2023-11-29,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Wednesday,2023-11-29,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA,"BASEMENT 2 (B2) NEW WING (BERHAMPIRAN SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE, NO 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA SELANGOR",11.00 PAGI,7.00 PETANG,0
Wednesday,2023-11-29,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1175/-/pusat-pendermaan-statik?Itemid=0,PUSAT KOMUNITI ST. JOHN AMBULANS MALAYSIA (IOI CITY MALL PUTRAJAYA),"BASEMENT LEVEL P3 (BERHAMPIRAN MYNEWS) @ IOI CITY MALL PUTRAJAYA, IOI CITY TOWER TWO LEBUH IRC, IOI RESORT, 62502 PUTRAJAYA",11.00 PAGI,4.00 PETANG,0
Thursday,2023-11-30,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1180/-/kempen-derma-darah?Itemid=0,PUSPANITA – JABATAN PERIKANAN MALAYSIA,"DEWAN SERBAGUNA @ BLOK 4G1, KEMENTERIAN PERTANIAN DAN KETERJAMINAN MAKANAN, NO.30 PERSIARAN PERDANA, PRESINT 4, 62624, PUTRAJAYA",SESI 1 10.00 PAGI -  1.45 T/HARI,SESI 2 2.30 PETANG - 4.00 PETANG,0
Thursday,2023-11-30,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1180/-/kempen-derma-darah?Itemid=0,ASTRAZENECA ASIA PACIFIC BUSINESS SERVICES SDN BHD,"HALL 1 & HALL 2 ANNEX BLOCK LEVEL 1, ASTRAZENECA, THE BOUSTEADOR, NO 10, JLN PJU 7/6 MUTIARA DAMANSARA 47800, PETALING JAYA, SELANGOR DARUL EHSAN",SESI 1 10.00 PAGI -  1.45 T/HARI,SESI 2 2.30 PETANG - 4.00 PETANG,0
Thursday,2023-11-30,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/1180/-/kempen-derma-darah?Itemid=0,AWANBIRU TECHNOLOGY BERHAD,"LEVEL 3A @ AWANBIRU TECHNOLOGY BERHAD, BLOCK 11B, STAR CENTRAL, LINGKARAN CYBER POINT TIMUR, CYBER 12, 63000 CYBERJAYA, SELANGOR",SESI 1 11.00 PAGI -  1.45 T/HARI,SESI 2 2.30 PETANG - 4.00 PETANG,0
